id,location_type,species,common_name,space_type,address,street,side,dbh,stems,height,space_length,space_width,overhead_utilities,hardscape,cultivar,date,notes,longitude,latitude,x,y
224783,Street,Picea abies,"spruce, Norway",Median/Island,3316,FALLSTAFF ROAD,Front,19.9,1,60,15,15,None,None, ,"4/24/2017, 8:00 PM",remove vines,-76.70021136,39.36795678,1397090.9643638432,619740.9841946661
224788,Street,Prunus x yedoensis,"cherry, Yoshino",Tree Lawn,3405,LABYRINTH ROAD,Front,13.3,1,15,>20,4,None,None, ,"4/24/2017, 8:00 PM", ,-76.69824575,39.36650112,1397648.4402830005,619212.6069705933
224792,Street,Picea abies,"spruce, Norway",Open/Unrestricted,6801,WESTBROOK ROAD,Front,22.7,1,60,>20,>20,None,None, ,"4/24/2017, 8:00 PM", ,-76.69815591,39.36770688,1397672.3893820941,619651.8770894259
224794,Street,Prunus x yedoensis,"cherry, Yoshino",Tree Lawn,3403,LABYRINTH ROAD,Front,10.9,1,16,>20,4,None,None, ,"4/24/2017, 8:00 PM", ,-76.69815353,39.3666823,1397674.2952181697,619278.6852505058
224797,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,2503,WHITNEY AVE,Front,21.6,1,50,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67239283,39.35953853,1404966.9187562615,616701.7606143355
224798,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,2505,WHITNEY AVE,Front,18.2,1,40,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67259367,39.35950986,1404910.1675574183,616691.1149663329
224799,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,2504,WHITNEY AVE,Side,22.5,1,50,>20,4,None,None, ,"4/25/2017, 8:00 PM",remove weed trees,-76.67272035,39.35963887,1404874.1784561723,616737.9754369259
224800,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,2500,WHITNEY AVE,Front,28.6,1,50,>20,5,Communication,None, ,"4/25/2017, 8:00 PM", ,-76.67225894,39.35963568,1405004.6506361663,616737.2831810862
224801,Street,Fraxinus americana,"ash, white",Open/Unrestricted,2504,WHITNEY AVE,Side,31.2,1,75,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67277367,39.35995703,1404858.6866892576,616853.8088666797
224809,Street,Zelkova serrata,"zelkova, Japanese",Tree Lawn,2603,WHITNEY AVE,Front,36,1,50,>20,5,None,None, ,"4/25/2017, 8:00 PM",poor root system,-76.67308004,39.35944263,1404772.7298401743,616666.133389011
224812,Street,Cornus florida,"dogwood, flowering",Tree Lawn,5801,BERKELEY AVE,Side,1,1,3,>20,4,None,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.6753097,39.36018448,1404141.317061007,616934.0921706706
224813,Street,Cornus florida,"dogwood, flowering",Tree Lawn,5801,BERKELEY AVE,Side,1,1,2,>20,4,None,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.67541372,39.36015342,1404111.9440882504,616922.6755268425
224814,Street,Cercis canadensis,"redbud, eastern",Tree Lawn,5801,BERKELEY AVE,Front,1,1,3,>20,4,None,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.67567087,39.36017611,1404039.206700921,616930.6830567569
224815,Street,Fraxinus americana,"ash, white",Open/Unrestricted,2705,ROCKWOOD AVE,Front,29,2,75,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67579327,39.36104937,1404003.466614917,617248.6341925114
224817,Street,Picea pungens,"spruce, Colorado",Open/Unrestricted,5811,STUART AVE,Front,12.9,1,45,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67452715,39.3616846,1404360.6384727508,617481.283661589
224818,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,2631,ROCKWOOD AVE,Front,32.6,1,75,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67516223,39.36138235,1404181.4616657645,617370.5532400012
224819,Street,Fraxinus americana,"ash, white",Open/Unrestricted,2704,ROCKWOOD AVE,Front,17.8,1,55,10,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67570952,39.36123947,1404026.899967,617317.9575446695
224820,Street,Robinia pseudoacacia,"locust, black",Tree Lawn,5807,STUART AVE,Front,17.1,1,30,>20,2,None,None, ,"4/25/2017, 8:00 PM",cavity or decay,-76.67442226,39.36134476,1404390.7388062626,617357.6064155102
224821,Street,Ulmus americana,"elm, American",Tree Lawn,5816,BERKELEY AVE,Front,26.8,1,70,>20,3,Both,None, ,"4/25/2017, 8:00 PM", ,-76.67672503,39.36121588,1403739.7958824188,617308.3486400098
224822,Street,Fraxinus americana,"ash, white",Open/Unrestricted,2700,ROCKWOOD AVE,Front,21.3,1,60,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67552929,39.36133184,1404077.7430411726,617351.784248665
224824,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,5813,BERKELEY AVE,Side,2.3,1,12,>20,>20,None,None, ,"4/25/2017, 8:00 PM",DBH at 1.5,-76.67615137,39.36099898,1403902.2788251787,617229.919663012
224827,Street,Cornus florida,"dogwood, flowering",Tree Lawn,5707,BERKELEY AVE,Side,1,1,3,>20,4,Both,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.67544538,39.3600454,1404103.132426083,616883.2999494225
224830,Street,Ulmus x,"elm, hybrid",Tree Lawn,5707,BERKELEY AVE,Front,4,1,15,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.67536196,39.35982323,1404127.0093468428,616802.4592318386
224831,Street,Acer platanoides,"maple, Norway",Tree Lawn,2702,WHITNEY AVE,Front,16,1,40,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67442003,39.35927413,1404394.056713,616603.4035275877
224833,Street,Acer platanoides,"maple, Norway",Tree Lawn,2706,WHITNEY AVE,Front,10,1,30,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67476087,39.35912913,1404297.8718660027,616550.2474659234
224836,Street,Acer platanoides,"maple, Norway",Tree Lawn,2706,WHITNEY AVE,Front,9.2,1,30,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67462967,39.35918481,1404334.897054419,616570.6614670902
224838,Street,Acer rubrum,"maple, red",Tree Lawn,2501,WHITNEY AVE,Front,3.9,1,18,15,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67221156,39.35955924,1405018.1470002532,616709.4859925956
224842,Street,Cornus kousa,"dogwood, Kousa",Tree Lawn,2503,WHITNEY AVE,Front,2,2,5,>20,4,None,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.67243918,39.35953375,1404953.8197010905,616699.97321634
224845,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,2504,WHITNEY AVE,Front,14.2,1,30,>20,4,Communication,None, ,"4/25/2017, 8:00 PM", ,-76.67258646,39.35958711,1404912.105217591,616719.2576265931
224848,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,5716,RUSK AVE,Front,3.5,1,10,>20,>20,Both,None, ,"4/25/2017, 8:00 PM", ,-76.67336843,39.36110006,1404689.0272516757,617269.539990589
224849,Street,Cornus florida,"dogwood, flowering",Tree Lawn,5801,BERKELEY AVE,Side,1,1,1,>20,4,None,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.67535914,39.36017253,1404127.3541624248,616929.6915889233
224852,Street,Acer rubrum,"maple, red",Tree Lawn,2604,WHITNEY AVE,Front,17,1,45,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67331796,39.35949041,1404705.3950010836,616683.2960843444
224853,Street,Robinia pseudoacacia,"locust, black",Tree Lawn,2629,ROCKWOOD AVE,Side,21.7,1,30,>20,3,None,None, ,"4/25/2017, 8:00 PM",cavity or decay,-76.67461121,39.36145061,1404337.174608931,617395.969855845
224855,Street,Robinia pseudoacacia,"locust, black",Tree Lawn,2629,ROCKWOOD AVE,Front,17,1,28,>20,3,None,None, ,"4/25/2017, 8:00 PM",cavity or decay,-76.67492836,39.36154829,1404247.3749197572,617431.2299559265
224856,Street,Betula nigra,"birch, river",Open/Unrestricted,2704,ROCKWOOD AVE,Front,7.2,1,25,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67587638,39.3611447,1403979.8452710956,617283.2745431662
224859,Street,Cornus florida,"dogwood, flowering",Tree Lawn,5801,BERKELEY AVE,Side,1,1,4,>20,4,None,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.67545904,39.3601367,1404099.1521190852,616916.5387280881
224861,Street,Cercis canadensis,"redbud, eastern",Tree Lawn,5801,BERKELEY AVE,Front,1,1,3,>20,4,None,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.67570794,39.36021856,1404028.668008089,616946.107894674
224863,Street,Cornus florida,"dogwood, flowering",Tree Lawn,5707,BERKELEY AVE,Side,6,1,20,>20,4,Both,None, ,"4/25/2017, 8:00 PM", ,-76.67538406,39.36007573,1404120.43226026,616894.4058983326
224864,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,5811,STUART AVE,Front,15.8,1,40,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.67456011,39.36177379,1404351.2037803382,617513.7356964201
224866,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,5809,STUART AVE,Front,24.4,1,45,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.67449142,39.36159725,1404370.8546596766,617449.5038695037
224867,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,2702,ROCKWOOD AVE,Front,5.9,1,30,>20,8,None,None, ,"4/25/2017, 8:00 PM", ,-76.67562198,39.3612761,1404051.6059543341,617331.3879640102
224868,Street,Acer platanoides,"maple, Norway",Tree Lawn,2706,WHITNEY AVE,Front,9,1,30,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67457833,39.35920466,1404349.3878390938,616577.942292422
224869,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,2711,GLEN AVE,Side,17.2,1,32,>20,3,Both,None, ,"4/25/2017, 8:00 PM", ,-76.67666014,39.36128038,1403758.059625417,617331.907648012
224873,Street,Acer platanoides,"maple, Norway",Tree Lawn,2706,WHITNEY AVE,Side,9.6,1,35,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67487567,39.35920632,1404265.3112355918,616578.245113343
224874,Street,Acer platanoides,"maple, Norway",Tree Lawn,2706,WHITNEY AVE,Front,12.2,1,30,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.67471095,39.35914953,1404311.9584520012,616557.7277659178
224879,Street,Nyssa sylvatica,blackgum,Open/Unrestricted,3631,GLENGYLE AVE,Side,1.8,1,8,>20,>20,None,None, ,"4/24/2017, 8:00 PM", ,-76.70685232,39.36532173,1395216.4897663444,618775.0989873409
224880,Street,Nyssa sylvatica,blackgum,Open/Unrestricted,3631,GLENGYLE AVE,Side,2.5,1,10,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.70717188,39.36554453,1395125.8790551722,618855.9620145857
224888,Street,Acer rubrum,"maple, red",Tree Lawn,5715,NARCISSUS AVE,Front,5.5,1,30,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68774547,39.35278896,1400634.2617391795,614228.0979107618
224890,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,5813,NARCISSUS AVE,Front,10,1,35,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68878437,39.35396666,1400339.0162666738,614656.056372419
224892,Street,Acer rubrum,"maple, red",Tree Lawn,5816,NARCISSUS AVE,Front,6.9,1,25,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68920886,39.35428574,1400218.5821243376,614771.8678205907
224893,Street,Acer saccharinum,"maple, silver",Tree Lawn,3701,GLEN AVE,Side,39.4,1,50,>20,5,None,None, ,"4/25/2017, 8:00 PM",lost main leader; cavity or decay; leaning; vines >50%,-76.68965451,39.35480621,1400091.9180075973,614961.0144239217
224894,Street,Ulmus americana,"elm, American",Tree Lawn,5806,NARCISSUS AVE,Front,39.7,1,70,>20,5,None,None, ,"4/25/2017, 8:00 PM",girdling roots,-76.68870474,39.35372777,1400361.8285570145,614569.1205226779
224896,Street,Nyssa sylvatica,blackgum,Open/Unrestricted,3631,GLENGYLE AVE,Side,2,1,10,>20,>20,None,None, ,"4/24/2017, 8:00 PM", ,-76.70694929,39.36538347,1395188.9999919236,618797.499533087
224897,Street,Thuja occidentalis,"arborvitae, eastern",Open/Unrestricted,3631,GLENGYLE AVE,Side,7,1,15,>20,3,None,None, ,"4/24/2017, 8:00 PM",DBH estimated,-76.70697219,39.36543302,1395182.468508929,618815.5277122557
224900,Street,Cornus florida,"dogwood, flowering",Open/Unrestricted,3631,GLENGYLE AVE,Side,5.2,1,8,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.70720896,39.36561509,1395115.3134595007,618881.6296141744
224906,Street,Acer saccharum,"maple, sugar",Tree Lawn,5717,NARCISSUS AVE,Front,27.1,1,60,>20,5,None,None, ,"4/25/2017, 8:00 PM",cavity or decay; poor root system,-76.68783032,39.35289427,1400610.135803178,614266.3737528324
224909,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,5813,NARCISSUS AVE,Front,12.6,1,30,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68883167,39.35402219,1400325.5723959208,614676.2380905896
224910,Street,Acer saccharinum,"maple, silver",Tree Lawn,3701,GLEN AVE,Side,35.9,1,50,>20,5,None,None, ,"4/25/2017, 8:00 PM",vines >50%; lost main leader,-76.68953543,39.35466837,1400125.7607876807,614910.9236448407
224911,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,5804,NARCISSUS AVE,Front,5.3,1,25,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68860421,39.35360151,1400390.4154420942,614523.2288821787
224912,Street,Acer saccharum,"maple, sugar",Tree Lawn,5720,NARCISSUS AVE,Front,28.9,1,60,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68812291,39.35306945,1400527.179932341,614329.8975759149
224913,Street,Thuja occidentalis,"arborvitae, eastern",Open/Unrestricted,3631,GLENGYLE AVE,Side,6,1,8,>20,>20,None,None, ,"4/24/2017, 8:00 PM",DBH at 1,-76.70696791,39.36545011,1395183.6581390947,618821.7560462505
224915,Street,Nyssa sylvatica,blackgum,Open/Unrestricted,3631,GLENGYLE AVE,Side,1.9,1,8,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.70727242,39.36562226,1395097.363036096,618884.1824305952
224925,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,5815,NARCISSUS AVE,Front,17,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68891153,39.35411427,1400302.8752628416,614709.6983254999
224928,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,5802,NARCISSUS AVE,Front,5.3,1,25,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68854574,39.35353149,1400407.0364718437,614497.7807703316
224929,Street,Ulmus parvifolia,"elm, Chinese",Tree Lawn,5718,NARCISSUS AVE,Front,12,>5,40,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68803235,39.35295422,1400552.931193173,614288.0124890953
224930,Street,Thuja occidentalis,"arborvitae, eastern",Open/Unrestricted,3631,GLENGYLE AVE,Side,8,1,20,>20,>20,None,None, ,"4/24/2017, 8:00 PM", ,-76.70699215,39.36548429,1395176.7637959272,618834.1831867546
224932,Street,Betula nigra,"birch, river",Open/Unrestricted,3631,GLENGYLE AVE,Side,1.3,1,8,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.70737224,39.36569558,1395069.0533814281,618910.7968786657
224936,Street,Acer saccharinum,"maple, silver",Tree Lawn,5705,NARCISSUS AVE,Front,8.9,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM",poor root system,-76.68742817,39.35244216,1400724.4219919294,614102.0850394219
224938,Street,Acer saccharinum,"maple, silver",Tree Lawn,5721,NARCISSUS AVE,Front,6.3,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68797436,39.35304755,1400569.2146251798,614322.0642582625
224942,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,5810,NARCISSUS AVE,Front,15.6,1,50,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68888586,39.35392902,1400310.3637649268,614642.2466887534
224945,Street,Acer saccharinum,"maple, silver",Tree Lawn,3701,GLEN AVE,Side,30.5,1,50,>20,5,None,None, ,"4/25/2017, 8:00 PM",DBH estimated; vines >50%,-76.68946556,39.35458347,1400145.6259054244,614880.0644545853
224947,Street,Thuja occidentalis,"arborvitae, eastern",Open/Unrestricted,3631,GLENGYLE AVE,Side,6,1,12,>20,>20,None,None, ,"4/25/2017, 8:00 PM",DBH at 3;  DBH estimated,-76.70702571,39.36550374,1395167.2546285838,618841.2359941751
224950,Street,Platanus x acerifolia,"planetree, London",Open/Unrestricted,3631,GLENGYLE AVE,Front,34,1,40,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.70750558,39.36585517,1395031.1682865918,618968.8046366721
224951,Street,Prunus serrulata,"cherry, Japanese flowering",Tree Lawn,5700,PARK HEIGHTS AVE,Front,6.8,1,10,>20,4,Both,None, ,"4/25/2017, 8:00 PM",frost cracking,-76.68770461,39.35517141,1400642.8473519236,615095.913104251
224953,Street,Pinus strobus,"pine, eastern white",Open/Unrestricted,5701,NARCISSUS AVE,Side,27,1,50,>20,>20,None,None, ,"4/25/2017, 8:00 PM",DBH estimated,-76.68688803,39.3522243,1400877.4390743375,614023.2564569265
224954,Street,Acer saccharinum,"maple, silver",Tree Lawn,5709,NARCISSUS AVE,Front,8.2,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68755866,39.35258055,1400687.3498875946,614152.3664349169
224956,Street,Acer saccharum,"maple, sugar",Tree Lawn,5721,NARCISSUS AVE,Front,12.4,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM",poor root system,-76.68803497,39.35313301,1400551.9692528397,614353.1334218383
224957,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,5817,NARCISSUS AVE,Front,15.1,1,30,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68905699,39.3542703,1400261.5485738367,614766.3907974213
224958,Street,Acer saccharinum,"maple, silver",Tree Lawn,5809,NARCISSUS AVE,Front,21,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM",DBH at 2.6,-76.68867242,39.3538404,1400370.8291951716,614610.1755586714
224963,Street,Prunus serrulata,"cherry, Japanese flowering",Open/Unrestricted,3631,GLENGYLE AVE,Side,19.2,1,10,>20,>20,None,None, ,"4/24/2017, 8:00 PM",DBH at 1,-76.70675404,39.36528434,1395244.3207474202,618761.5678464174
224964,Street,Cornus florida,"dogwood, flowering",Open/Unrestricted,3631,GLENGYLE AVE,Side,3.7,1,10,>20,>20,None,None, ,"4/25/2017, 8:00 PM",DBH at 2.5,-76.7070856,39.36553295,1395150.2861585915,618851.8235714287
224972,Street,Acer saccharinum,"maple, silver",Tree Lawn,5819,NARCISSUS AVE,Front,5.4,1,30,>20,5,None,None, ,"4/25/2017, 8:00 PM",improperly installed; poor root system,-76.68915039,39.35437726,1400235.0023670942,614805.2604703456
224973,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,5811,NARCISSUS AVE,Front,15,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68873945,39.35391924,1400351.778052181,614638.828716591
224974,Street,Fraxinus americana,"ash, white",Tree Lawn,5711,NARCISSUS AVE,Front,14.2,1,40,>20,5,None,None, ,"4/25/2017, 8:00 PM",DBH at 4,-76.68761998,39.35265388,1400669.9178358465,614179.0169721693
224977,Street,Acer rubrum,"maple, red",Tree Lawn,5816,NARCISSUS AVE,Front,6.2,1,25,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.68926519,39.3543508,1400202.572641924,614795.5104898363
224982,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4173,LABYRINTH ROAD,Rear,15.3,1,55,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.7087947,39.35820622,1394675.5791027546,616181.5940037519
224983,Street,Quercus rubra,"oak, northern red",Tree Lawn,4219,LABYRINTH ROAD,Rear,19.9,1,45,>20,6,None,None, ,"4/25/2017, 8:00 PM", ,-76.70933305,39.3577591,1394523.874353677,616018.2504984289
224986,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4273,LABYRINTH ROAD,Rear,12.5,1,35,>20,6,Electric,None, ,"4/25/2017, 8:00 PM", ,-76.71070493,39.35666251,1394137.220271334,615617.5993968397
224988,Street,Acer platanoides,"maple, Norway",Tree Lawn,4161,CRESTHEIGHTS ROAD,Front,19.3,1,55,>20,3,None,None, ,"4/25/2017, 8:00 PM", ,-76.71037011,39.36017796,1394227.8342633396,616898.3619271666
224990,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,6945,REISTERSTOWN ROAD,Front,1.6,1,6,>20,>20,Both,None, ,"4/25/2017, 8:00 PM", ,-76.70947551,39.36174839,1394478.9656508416,617471.1793510914
224998,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4300,PATTERSON AVE,Rear,10.1,1,35,>20,5,Electric,None, ,"4/25/2017, 8:00 PM", ,-76.71074557,39.35663549,1394125.7590081692,615607.7227761745
225001,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,6945,REISTERSTOWN ROAD,Front,1.7,1,6,>20,>20,Both,None, ,"4/25/2017, 8:00 PM", ,-76.70945365,39.36173112,1394485.168394342,617464.9073820114
225005,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4163,LABYRINTH ROAD,Rear,19.5,1,50,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.70856011,39.35838595,1394741.7033143342,616247.2700535059
225008,Street,Acer platanoides,"maple, Norway",Tree Lawn,4162,CRESTHEIGHTS ROAD,Front,23.7,1,55,>20,3,Electric,None, ,"4/25/2017, 8:00 PM",cavity or decay; poor root system,-76.71047438,39.36024833,1394198.2696899176,616923.8999338448
225010,Street,Ulmus americana,"elm, American",Tree Lawn,6941,GLENHEIGHTS ROAD,Front,11.4,1,35,>20,3,None,None, ,"4/25/2017, 8:00 PM", ,-76.71023846,39.36114991,1394263.9345848411,617252.5006545931
225013,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,6943,REISTERSTOWN ROAD,Front,1.8,1,7,>20,>20,Both,None, ,"4/25/2017, 8:00 PM", ,-76.70942798,39.36171054,1394492.4502039254,617457.4336436689
225014,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,6948,REISTERSTOWN ROAD,Front,1.8,1,8,>20,3,Electric,None, ,"4/25/2017, 8:00 PM", ,-76.70978212,39.36171045,1394392.3172020912,617457.0819383413
225017,Street,Quercus rubra,"oak, northern red",Tree Lawn,4221,LABYRINTH ROAD,Rear,21,1,45,>20,6,None,None, ,"4/25/2017, 8:00 PM", ,-76.70940649,39.35770066,1394503.1752480865,615996.8981789201
225019,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4165,LABYRINTH ROAD,Rear,17.3,1,55,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.70863356,39.35832861,1394721.003224507,616226.3196360916
225020,Street,Acer platanoides,"maple, Norway",Tree Lawn,4160,CRESTHEIGHTS ROAD,Front,22.5,1,55,>20,3,None,None, ,"4/25/2017, 8:00 PM", ,-76.7103698,39.36033727,1394227.737150669,616956.3903544247
225025,Street,Morus rubra,"mulberry, red",Tree Lawn,6810,REISTERSTOWN ROAD,Side,17.1,1,25,>20,15,Both,None, ,"4/25/2017, 8:00 PM",DBH at 1,-76.70725835,39.35946345,1395108.5352578461,616640.9182163328
225029,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4169,LABYRINTH ROAD,Rear,12.3,1,35,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.70868347,39.35829332,1394706.9307460934,616213.4226802588
225033,Street,Acer platanoides,"maple, Norway",Tree Lawn,4160,CRESTHEIGHTS ROAD,Front,23.9,1,55,>20,3,Electric,None, ,"4/25/2017, 8:00 PM", ,-76.71042692,39.36029272,1394211.6397419274,616940.1121717542
225034,Street,Thuja spp.,arborvitae spp.,Tree Lawn,4237,LABYRINTH ROAD,Front,12.5,1,30,7,8,None,None, ,"4/25/2017, 8:00 PM", ,-76.71012998,39.35762022,1394298.6894365847,615966.9517165124
225035,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6936,REISTERSTOWN ROAD,Front,10.8,1,35,>20,4,Electric,None, ,"4/25/2017, 8:00 PM", ,-76.70955181,39.36154616,1394457.6274389178,617397.4501678348
225037,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4147,LABYRINTH ROAD,Rear,17.8,1,55,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.70826135,39.35863128,1394825.896387428,616336.9007797539
225041,Street,Pinus strobus,"pine, eastern white",Tree Lawn,4171,LABYRINTH ROAD,Rear,15.2,1,55,>20,15,None,None, ,"4/25/2017, 8:00 PM", ,-76.70874408,39.35825032,1394689.8428537548,616197.704535842
225045,Street,Acer platanoides,"maple, Norway",Tree Lawn,4161,CRESTHEIGHTS ROAD,Front,33.9,1,55,>20,3,None,None, ,"4/25/2017, 8:00 PM",vines >50%,-76.71043706,39.36012222,1394208.9694716781,616877.9981227517
225046,Street,Acer rubrum,"maple, red",Tree Lawn,4201,CRESTHEIGHTS ROAD,Front,16.7,1,25,>20,5,None,None, ,"4/25/2017, 8:00 PM", ,-76.71092597,39.35974003,1394071.1669257581,616738.3520765901
225047,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,6939,REISTERSTOWN ROAD,Front,1.9,1,7,>20,>20,Both,None, ,"4/25/2017, 8:00 PM",leaning,-76.70929678,39.36162454,1394529.6459956765,617426.2266850919
225048,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6934,REISTERSTOWN ROAD,Front,9.9,1,40,>20,4,Electric,None, ,"4/25/2017, 8:00 PM", ,-76.70948763,39.36150757,1394475.8173631728,617383.4515081793
225050,Street,Prunus spp.,"cherry/plum, spp.",Open/Unrestricted,6945,REISTERSTOWN ROAD,Front,1.6,1,7,>20,>20,Both,None, ,"4/25/2017, 8:00 PM", ,-76.70949881,39.36176346,1394472.361989513,617476.6468598396
225051,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6944,REISTERSTOWN ROAD,Front,9.4,1,8,>20,3,Electric,None, ,"4/25/2017, 8:00 PM", ,-76.70970725,39.36164981,1394413.5563328415,617435.0609849989
225052,Street,Chamaecyparis pisifera,"falsecypress, Japanese",Open/Unrestricted,5719,RUSK AVE,Front,18.8,1,50,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67325688,39.36114318,1404720.5120968372,617285.360168919
225053,Street,Chamaecyparis pisifera,"falsecypress, Japanese",Open/Unrestricted,5719,RUSK AVE,Front,20.8,1,50,>20,>20,None,None, ,"4/25/2017, 8:00 PM", ,-76.67321505,39.36109222,1404732.406430006,617266.839208588
225059,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3205,FALLSTAFF ROAD,Side,28.2,1,50,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.69574442,39.36950042,1398352.0002275854,620307.4177730829
225060,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3205,FALLSTAFF ROAD,Front,32.7,1,60,>20,4,None,None, ,"4/25/2017, 8:00 PM",cabling system installed  and failed,-76.69623356,39.36970143,1398213.4670400918,620380.1748454273
225061,Street,Acer saccharinum,"maple, silver",Tree Lawn,6709,WESTBROOK ROAD,Front,30.5,1,50,>20,4,None,None, ,"4/25/2017, 8:00 PM", ,-76.69579053,39.36896425,1398339.6150817573,620112.0822057575
