id,location_type,species,common_name,space_type,address,street,side,dbh,stems,height,space_length,space_width,overhead_utilities,hardscape,cultivar,date,notes,longitude,latitude,x,y
224272,Street,Acer x freemanii,"maple, Freeman",Open/Unrestricted,3811,LABYRINTH ROAD,Front,8.2,1,35,>20,5,None,None, ,"4/20/2017, 8:00 PM", ,-76.70382897,39.36206055,1396075.147169754,617590.0078535825
224273,Street,Ulmus americana,"elm, American",Open/Unrestricted,7101,WALLIS AVE,Opposite,29.2,1,70,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70484887,39.36813685,1395779.617249012,619802.303625837
224274,Street,Fraxinus pennsylvanica,"ash, green",Open/Unrestricted,3801,FALLSTAFF ROAD,Side,19.5,1,65,>20,>20,None,None, ,"4/20/2017, 8:00 PM",cavity or decay; large leader or limb decay,-76.70432953,39.36210575,1395933.5641195923,617606.0147113353
224276,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,3505,SEVEN MILE LANE,Side,22.3,1,40,>20,>20,None,None,Crimson king,"4/17/2017, 8:00 PM",crotch split,-76.7055513,39.36891796,1395580.108789757,620086.1708402485
224277,Street,Acer tataricum ginnala,"maple, Amur",Open/Unrestricted,6901,PARK HEIGHTS AVE,Side,8.8,2,20,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.7025839,39.36511153,1396423.5670765936,618702.4403400123
224279,Street,Cercis canadensis,"redbud, eastern",Open/Unrestricted,7013,WALLIS AVE,Front,1,1,8,>20,>20,Both,None, ,"4/17/2017, 8:00 PM", ,-76.70359234,39.36734221,1396135.8068253398,619514.0128638446
224280,Street,Fraxinus americana,"ash, white",Tree Lawn,3624,GLENGYLE AVE,Front,36.4,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM",DBH includes large ivy vines,-76.70724611,39.3662332,1395104.0877601802,619106.7361193448
224281,Street,Tilia tomentosa,"linden, silver",Tree Lawn,3700,GLENGYLE AVE,Front,12.1,1,40,>20,3,None,None, ,"4/20/2017, 8:00 PM", ,-76.7078201,39.36578999,1394942.3183986694,618944.7817188352
224283,Street,Acer rubrum,"maple, red",Tree Lawn,3632,GLENGYLE AVE,Front,24.5,1,50,>20,3,None,None, ,"4/20/2017, 8:00 PM", ,-76.70756127,39.36599396,1395015.2608380914,619019.3081445843
224290,Street,Fraxinus americana,"ash, white",Tree Lawn,3916,GLENGYLE AVE,Front,22.3,1,50,>20,3,None,None, ,"4/20/2017, 8:00 PM",cavity or decay,-76.71037214,39.36383113,1394223.0380130857,618228.9878748357
224296,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,7040,SURREY DR,Front,45.8,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM", ,-76.70931616,39.36317242,1394522.3720600903,617990.0080378354
224298,Street,Ulmus americana,"elm, American",Tree Lawn,7052,SURREY DR,Front,22.5,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM", ,-76.70999782,39.36328488,1394329.5063040853,618030.3576946706
224301,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6910,FIELDCREST ROAD,Front,9.8,1,20,>20,3,None,None, ,"4/20/2017, 8:00 PM",DBH at 3.9,-76.7065391,39.36346315,1395307.2248210907,618098.414973259
224302,Street,Quercus acutissima,"oak, sawtooth",Tree Lawn,7024,SURREY DR,Front,24.1,1,50,>20,4,None,None, ,"4/20/2017, 8:00 PM",girdling roots,-76.70845837,39.36316856,1394764.9086485058,617989.3758212626
224303,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6904,FIELDCREST ROAD,Front,10.6,1,20,>20,3,None,None, ,"4/20/2017, 8:00 PM", ,-76.7062824,39.36326579,1395380.0340586752,618026.7632136792
224308,Street,Tilia americana,"linden, American",Open/Unrestricted,3927,FALLSTAFF ROAD,Front,23.9,1,65,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.7073341,39.36218346,1395083.9385222644,617631.5802770108
224309,Street,Tilia americana,"linden, American",Open/Unrestricted,4019,FALLSTAFF ROAD,Front,24.5,1,65,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70869775,39.36216594,1394698.3927054256,617623.9657909274
224310,Street,Tilia americana,"linden, American",Open/Unrestricted,3915,FALLSTAFF ROAD,Front,32,1,70,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70652314,39.36229439,1395313.10505867,617672.7215989232
224312,Street,Tilia americana,"linden, American",Open/Unrestricted,4009,FALLSTAFF ROAD,Front,25.8,1,80,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70814776,39.36216514,1394853.901580751,617624.1724834293
224313,Street,Thuja spp.,arborvitae spp.,Open/Unrestricted,3801,FALLSTAFF ROAD,Front,21,>5,40,>20,>20,None,None, ,"4/20/2017, 8:00 PM",DBH estimated,-76.7049703,39.36305139,1395751.2728175074,617949.8670420051
224315,Street,Liquidambar styraciflua,"sweetgum, American",Open/Unrestricted,6810,PARK HEIGHTS AVE,Side,8.5,1,45,>20,16,None,None, ,"4/20/2017, 8:00 PM", ,-76.70350098,39.36418242,1396165.377304256,618363.1778951734
224317,Street,Acer rubrum,"maple, red",Open/Unrestricted,3801,FALLSTAFF ROAD,Side,22.7,1,65,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70410421,39.36214655,1395997.2244253457,617621.0802980065
224318,Street,Acer palmatum,"maple, Japanese",Open/Unrestricted,3700,CLARINTH ROAD,Side,3.7,1,6,>20,>20,None,None, ,"4/20/2017, 8:00 PM", ,-76.70203806,39.36164561,1396582.0155785978,617440.5196354985
224320,Street,Liriodendron tulipifera,tuliptree,Open/Unrestricted,3500,OLYMPIA AVE,Side,37,1,97,>20,>20,Both,None, ,"4/17/2017, 8:00 PM",DBH estimated,-76.70313196,39.36678085,1396266.6343195885,619309.9683244228
224321,Street,Tsuga candensis,"hemlock, eastern",Open/Unrestricted,3500,FALLSTAFF ROAD,Side,6.9,1,25,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70210347,39.36589555,1396558.4690377563,618988.4522351772
224324,Street,Acer tataricum ginnala,"maple, Amur",Open/Unrestricted,6901,PARK HEIGHTS AVE,Side,6.9,2,15,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70264982,39.36506155,1396404.989357844,618684.1746285111
224325,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,3505,SEVEN MILE LANE,Side,18,1,35,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70527115,39.3686982,1395659.56958884,620006.3813016713
224327,Street,Morus alba,"mulberry, white",Open/Unrestricted,3416,FALLSTAFF ROAD,Side,20,4,50,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70207405,39.36606761,1396566.5828666687,619051.1499444246
224328,Street,Acer platanoides,"maple, Norway",Tree Lawn,3412,SHELBURNE ROAD,Front,20.9,1,40,>20,3,Both,None, ,"4/23/2017, 8:00 PM", ,-76.70644508,39.37154137,1395324.3458498418,621040.9097444266
224332,Street,Liquidambar styraciflua,"sweetgum, American",Tree Lawn,3704,CLARINTH ROAD,Front,1.9,1,10,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70260651,39.36159047,1396421.3525140882,617419.9107528329
224333,Street,Acer platanoides,"maple, Norway",Tree Lawn,6815,WILLIAMSON AVE,Front,18.8,1,40,10,>20,None,None, ,"4/23/2017, 8:00 PM",cavity or decay,-76.70376413,39.36333446,1396091.9762043357,618054.074838832
224334,Street,Acer saccharinum,"maple, silver",Tree Lawn,3728,CLARINTH ROAD,Front,22.3,1,60,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70350827,39.36089657,1396167.2030880004,617166.3377691656
224335,Street,Ulmus parvifolia,"elm, Chinese",Well/Pit,6707,REISTERSTOWN ROAD,Side,4.2,1,20,8,4,None,Concrete, ,"4/23/2017, 8:00 PM", ,-76.70565522,39.35905779,1395562.3069880903,616494.617655918
224336,Street,Tilia americana,"linden, American",Tree Lawn,3712,CLARINTH ROAD,Front,9,1,30,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70290551,39.36135929,1396337.0843099207,617335.4322472513
224340,Street,Malus pumila,"apple, common",Tree Lawn,3600,CLARKS LANE,Front,1.7,1,6,>20,10,Both,None, ,"4/23/2017, 8:00 PM",DBH at 0.5,-76.70048715,39.36190452,1397020.2243478447,617536.2592734247
224343,Street,Acer rubrum,"maple, red",Tree Lawn,3733,CLARINTH ROAD,Front,11.7,1,30,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70359188,39.36069039,1396143.8038565964,617091.1594418436
224345,Street,Tilia tomentosa,"linden, silver",Tree Lawn,3711,CLARINTH ROAD,Front,14.1,1,45,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70278948,39.36133136,1396369.9257796705,617325.3643539995
224350,Street,Tilia americana,"linden, American",Open/Unrestricted,4028,FALLSTAFF ROAD,Front,24,1,50,>20,>20,None,None, ,"4/23/2017, 8:00 PM",DBH estimated; suckers completely blocking sidewalk,-76.70955527,39.36233702,1394455.7324295938,617685.5060221702
224352,Street,Tilia americana,"linden, American",Open/Unrestricted,3928,FALLSTAFF ROAD,Front,49.2,1,70,>20,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.70741386,39.36234969,1395061.1928328425,617692.0578463376
224353,Street,Fraxinus pennsylvanica,"ash, green",Open/Unrestricted,6902,PARK HEIGHTS AVE,Front,12.3,1,30,>20,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.70464196,39.36353623,1395843.5373967588,618126.7659664154
224355,Street,Tilia americana,"linden, American",Open/Unrestricted,4014,FALLSTAFF ROAD,Front,26,1,60,>20,>20,None,None, ,"4/23/2017, 8:00 PM",DBH at 3.4;  codominant leaders,-76.70878646,39.36233426,1394673.1142126769,617685.1943430007
224357,Street,Ulmus americana,"elm, American",Open/Unrestricted,3800,FALLSTAFF ROAD,Front,1.7,1,12,>20,>20,None,None,cv,"4/23/2017, 8:00 PM", ,-76.70538249,39.36300799,1395634.7802683413,617933.6813788414
224360,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6913,FIELDCREST ROAD,Front,6.2,1,15,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70648815,39.3635629,1395321.512194097,618134.7938375026
224363,Street,Acer platanoides,"maple, Norway",Tree Lawn,6929,FIELDCREST ROAD,Front,19.3,1,60,>20,3,None,None, ,"4/23/2017, 8:00 PM",lightning struck,-76.70712418,39.36403865,1395141.1244315058,618307.5028096735
224366,Street,Quercus rubra,"oak, northern red",Tree Lawn,6921,FIELDCREST ROAD,Front,24.6,1,60,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70681259,39.36380711,1395229.4959739298,618223.4517966658
224374,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,3611,LABYRINTH ROAD,Front,25.7,1,60,>20,>20,None,None, ,"4/23/2017, 8:00 PM",poor root system,-76.70295847,39.36246766,1396320.7956285924,617739.0935134292
224378,Street,Acer saccharinum,"maple, silver",Tree Lawn,3734,CLARINTH ROAD,Front,32.2,1,60,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70374785,39.36070141,1396099.6920681745,617095.0331217498
224380,Street,Ulmus parvifolia,"elm, Chinese",Well/Pit,6707,REISTERSTOWN ROAD,Side,3.5,1,18,8,4,None,Concrete, ,"4/23/2017, 8:00 PM", ,-76.70553543,39.35914435,1395596.076933667,616526.2537475079
224381,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,6820,WILLIAMSON AVE,Front,25,1,40,>20,>20,None,None, ,"4/23/2017, 8:00 PM",DBH at 3.5,-76.70417056,39.36346842,1395976.9029436707,618102.4956737608
224384,Street,Ulmus x,"elm, hybrid",Tree Lawn,3714,CLARINTH ROAD,Front,21.4,1,50,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70300201,39.3612913,1396309.8802960962,617310.5779662579
224385,Street,Malus pumila,"apple, common",Tree Lawn,3602,CLARKS LANE,Front,1.9,1,5,>20,10,None,None, ,"4/23/2017, 8:00 PM", ,-76.70051084,39.36188302,1397013.5521170944,617528.4062707573
224391,Street,Ulmus x,"elm, hybrid",Tree Lawn,3709,CLARINTH ROAD,Front,24.2,1,45,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70268427,39.36143035,1396399.5569540113,617361.5161845833
224394,Street,Tilia tomentosa,"linden, silver",Open/Unrestricted,4024,FALLSTAFF ROAD,Front,16.8,1,25,>20,>20,None,None, ,"4/23/2017, 8:00 PM",included bark; poor structure,-76.70936901,39.36233867,1394508.3950539231,617686.2760337591
224396,Street,Tilia americana,"linden, American",Open/Unrestricted,3916,FALLSTAFF ROAD,Front,27.3,1,60,17,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.70675216,39.36242963,1395248.1921307594,617721.7739942521
224402,Street,Tilia americana,"linden, American",Open/Unrestricted,4008,FALLSTAFF ROAD,Front,24.8,1,60,>20,>20,None,None, ,"4/23/2017, 8:00 PM",codominant leaders,-76.70841782,39.36233591,1394777.343991086,617686.1297085881
224404,Street,Ulmus americana,"elm, American",Open/Unrestricted,3800,FALLSTAFF ROAD,Front,1.6,1,12,>20,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.70525375,39.3630924,1395671.0823610872,617964.5431937575
224412,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6905,FIELDCREST ROAD,Front,7.2,1,20,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70620294,39.36335727,1395402.395234421,618060.156191513
224416,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,7011,SURREY DR,Front,32.7,1,75,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70801154,39.36326916,1394891.129524678,618026.4226631671
224419,Street,Acer rubrum,"maple, red",Tree Lawn,3406,SHELBURNE ROAD,Front,22.3,1,40,>20,3,Both,None, ,"4/23/2017, 8:00 PM", ,-76.70623085,39.37163134,1395384.80471842,621073.8752296716
224421,Street,Acer saccharum,"maple, sugar",Tree Lawn,3301,SHELBURNE ROAD,Front,11.2,1,35,>20,4,None,None, ,"4/23/2017, 8:00 PM", ,-76.70303597,39.37158002,1396288.087688759,621058.1032795906
224424,Street,Prunus spp.,"cherry/plum, spp.",Tree Lawn,3708,CLARINTH ROAD,Front,4.2,1,30,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.7027572,39.36147396,1396378.88343893,617377.3357067555
224427,Street,Acer saccharinum,"maple, silver",Tree Lawn,3737,CLARINTH ROAD,Front,22.1,1,40,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70376935,39.36056886,1396093.76819551,617046.730396837
224429,Street,Ulmus x,"elm, hybrid",Tree Lawn,3700,CLARINTH ROAD,Front,9.5,1,25,>20,3,Electric,None, ,"4/23/2017, 8:00 PM", ,-76.70246485,39.36170514,1396461.269757092,617461.8079787493
224430,Street,Quercus palustris,"oak, pin",Tree Lawn,3910,CLARINTH ROAD,Front,6.5,1,30,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70464722,39.35997223,1395846.249989763,616828.6107543409
224431,Street,Acer rubrum,"maple, red",Tree Lawn,3724,CLARINTH ROAD,Front,10.3,1,30,>20,3,None,None, ,"4/23/2017, 8:00 PM",girdling roots,-76.70334855,39.36102117,1396212.2167775035,617211.8658933342
224432,Street,Liquidambar styraciflua,"sweetgum, American",Tree Lawn,3602,CLARKS LANE,Front,2.5,1,15,>20,10,Both,None, ,"4/23/2017, 8:00 PM", ,-76.7005747,39.36184958,1396995.5367331803,617516.1651535034
224434,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3727,CLARINTH ROAD,Front,5.3,1,25,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70336498,39.3608864,1396207.7295817584,617162.7646135837
224438,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3705,CLARINTH ROAD,Front,28.4,1,50,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70252074,39.36154992,1396445.6513500065,617405.2185250074
224441,Street,Tilia tomentosa,"linden, silver",Open/Unrestricted,4022,FALLSTAFF ROAD,Front,22.4,1,50,>20,>20,None,None, ,"4/23/2017, 8:00 PM",DBH at 1; included bark,-76.70918005,39.36234087,1394561.8188315928,617687.2491289228
224443,Street,Tilia americana,"linden, American",Open/Unrestricted,3912,FALLSTAFF ROAD,Front,22.3,1,40,>20,>20,None,None, ,"4/23/2017, 8:00 PM",DBH at 3.8,-76.70641561,39.36250571,1395343.2621505857,617749.7903424203
224449,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,4006,FALLSTAFF ROAD,Front,50.8,1,70,>20,>20,None,None, ,"4/23/2017, 8:00 PM",DBH at 2.6; included bark; large leader or limb decay,-76.70827164,39.36233977,1394818.6693677604,617687.6671070904
224451,Street,Ulmus americana,"elm, American",Open/Unrestricted,3800,FALLSTAFF ROAD,Front,1.7,1,12,>20,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.7050972,39.36321184,1395715.2056324184,618008.1923846751
224453,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6917,FIELDCREST ROAD,Front,7.1,1,20,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.7066657,39.36370402,1395271.1471373439,618186.036517173
224457,Street,Acer rubrum,"maple, red",Tree Lawn,6935,FIELDCREST ROAD,Front,29.5,1,60,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.7073438,39.36420734,1395078.8335455954,618368.746781677
224459,Street,Quercus rubra,"oak, northern red",Tree Lawn,6925,FIELDCREST ROAD,Front,25,1,50,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70697587,39.36392619,1395183.1893080026,618266.6751354188
224463,Street,Ulmus americana,"elm, American",Tree Lawn,7005,SURREY DR,Front,47.5,1,75,>20,4,None,None, ,"4/23/2017, 8:00 PM",girdling roots,-76.70758586,39.36327467,1395011.481974259,618028.8157030046
224464,Street,Tilia americana,"linden, American",Tree Lawn,6912,FIELDCREST ROAD,Front,24.3,1,50,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70675412,39.36361803,1395246.2488931715,618154.6320524216
224465,Street,Morus alba,"mulberry, white",Open/Unrestricted,3416,FALLSTAFF ROAD,Side,5.6,1,35,>20,>20,None,None, ,"4/17/2017, 8:00 PM", ,-76.70217174,39.36616352,1396538.8499825,619085.9969875962
224466,Street,Ulmus parvifolia,"elm, Chinese",Tree Lawn,3412,SHELBURNE ROAD,Front,9,3,30,>20,3,Both,None, ,"4/23/2017, 8:00 PM", ,-76.70640903,39.37156128,1395334.5138085037,621048.1925382614
224467,Street,Acer platanoides,"maple, Norway",Open/Unrestricted,6807,WILLIAMSON AVE,Front,14.7,1,30,>20,>20,None,None, ,"4/23/2017, 8:00 PM",cavity or decay,-76.70351742,39.36315584,1396161.9432560056,617989.2429475039
224470,Street,Tilia tomentosa,"linden, silver",Tree Lawn,3710,CLARINTH ROAD,Front,15.5,1,45,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70282803,39.36141847,1396358.922848925,617357.0565478355
224472,Street,Acer saccharinum,"maple, silver",Tree Lawn,3735,CLARINTH ROAD,Front,22.2,1,55,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70367682,39.36064726,1396119.8403218389,617075.3740403354
224474,Street,Ulmus parvifolia,"elm, Chinese",Well/Pit,6707,REISTERSTOWN ROAD,Side,3.7,1,20,6,6,None,Concrete, ,"4/23/2017, 8:00 PM", ,-76.70573936,39.35898281,1395538.6039515138,616467.2308996767
224475,Street,Liquidambar styraciflua,"sweetgum, American",Tree Lawn,3702,CLARINTH ROAD,Front,2.2,1,20,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70253759,39.36164523,1396440.7763597518,617439.9205553383
224478,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3713,CLARINTH ROAD,Front,11.7,1,45,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70283258,39.36128726,1396357.7916175872,617309.260383591
224479,Street,Platanus x acerifolia,"planetree, London",Tree Lawn,3725,CLARINTH ROAD,Front,13.7,1,55,>20,3,None,None, ,"4/23/2017, 8:00 PM",cavity or decay at branch over street,-76.70326611,39.36096579,1396235.5923869312,617191.7711172551
224482,Street,Malus pumila,"apple, common",Tree Lawn,3600,CLARKS LANE,Front,1.6,1,4,>20,10,Both,None, ,"4/23/2017, 8:00 PM",DBH at 0.5,-76.70045007,39.36193239,1397030.674458176,617546.4452766776
224488,Street,Quercus rubra,"oak, northern red",Open/Unrestricted,4018,FALLSTAFF ROAD,Front,35.1,1,60,>20,>20,None,None, ,"4/23/2017, 8:00 PM",remove vines,-76.70897327,39.36234087,1394620.2852500975,617687.4354802519
224491,Street,Tilia americana,"linden, American",Open/Unrestricted,3902,FALLSTAFF ROAD,Front,24.7,1,60,>20,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.70590436,39.36270417,1395487.5820719302,617822.543149665
224493,Street,Tilia americana,"linden, American",Open/Unrestricted,3930,FALLSTAFF ROAD,Front,26.4,1,70,>20,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.70757002,39.36234143,1395017.05020459,617688.9043093324
224495,Street,Ulmus americana,"elm, American",Open/Unrestricted,4030,FALLSTAFF ROAD,Front,12,1,40,>20,>20,None,None, ,"4/23/2017, 8:00 PM",DBH estimated; remove vines,-76.70961295,39.36233861,1394439.42275092,617686.0342363417
224496,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6919,FIELDCREST ROAD,Front,6.5,1,15,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70674342,39.36376522,1395249.1005935073,618208.2539924234
224498,Street,Ulmus americana,"elm, American",Open/Unrestricted,3800,FALLSTAFF ROAD,Front,18.5,1,30,>20,>20,None,None, ,"4/23/2017, 8:00 PM", ,-76.70468332,39.36351915,1395831.8645198345,618120.5035117567
224503,Street,Gleditsia triacanthos inermis,"honeylocust, thornless",Tree Lawn,6909,FIELDCREST ROAD,Front,12.2,1,20,>20,3,None,None, ,"4/23/2017, 8:00 PM", ,-76.70635339,39.36346753,1395359.7273407578,618100.1787492484
224507,Street,Tilia americana,"linden, American",Tree Lawn,6927,FIELDCREST ROAD,Front,17.5,1,50,>20,3,None,None, ,"4/23/2017, 8:00 PM",girdling roots,-76.70704218,39.36399014,1395164.3655267507,618289.9073724151
224511,Street,Acer platanoides,"maple, Norway",Tree Lawn,3200,FALLSTAFF ROAD,Front,16.8,1,40,>20,5,None,None, ,"4/23/2017, 8:00 PM", ,-76.69459289,39.36975277,1398677.2492490113,620400.4221802503
224512,Street,Acer platanoides,"maple, Norway",Tree Lawn,3200,FALLSTAFF ROAD,Front,10,1,40,>20,5,None,None, ,"4/23/2017, 8:00 PM", ,-76.69485172,39.36979907,1398604.016783923,620417.0428819209
224513,Street,Acer platanoides,"maple, Norway",Tree Lawn,3200,FALLSTAFF ROAD,Front,11.8,1,40,>20,5,None,None, ,"4/23/2017, 8:00 PM", ,-76.69469414,39.36977372,1398648.5983876735,620407.9559578449
224516,Street,Acer rubrum,"maple, red",Tree Lawn,3204,FALLSTAFF ROAD,Front,14.4,1,55,>20,5,None,None, ,"4/23/2017, 8:00 PM", ,-76.69563274,39.36980725,1398383.2016087621,620419.2840191722
224517,Street,Acer rubrum,"maple, red",Tree Lawn,3204,FALLSTAFF ROAD,Front,26,1,50,>20,5,None,None, ,"4/23/2017, 8:00 PM", ,-76.69579483,39.36980688,1398337.3746006787,620418.9972743392
224518,Street,Acer platanoides,"maple, Norway",Tree Lawn,3206,FALLSTAFF ROAD,Front,19.6,1,35,>20,5,None,None, ,"4/23/2017, 8:00 PM", ,-76.69607197,39.36980468,1398259.0269883424,620417.9333000928
224523,Street,Tilia cordata,"linden, littleleaf",Tree Lawn,3212,FALLSTAFF ROAD,Front,31.5,1,65,>20,5,None,None, ,"4/23/2017, 8:00 PM", ,-76.69672796,39.36979733,1398073.5755875856,620414.6393434256
